Region Id,Sick,Healed,Die,Region Name
77,1558789,1434366,27139,Москва
78,569861,546578,20372,Санкт-Петербург
50,417392,355888,7675,Московская область
52,153603,140135,5683,Нижегородская область
61,121509,105538,5825,Ростовская область
66,120440,111277,5002,Свердловская область
36,115774,101736,3866,Воронежская область
24,102431,88685,5029,Красноярский край
38,95382,80040,4361,Иркутская область
63,87586,76070,3090,Самарская область
59,84923,74622,3939,Пермский край
74,82696,73010,2615,Челябинская область
29,79966,73301,1119,Архангельская область
34,79597,70660,2199,Волгоградская область
64,79368,73574,2205,Саратовская область
27,73315,67133,674,Хабаровский край
26,73075,60882,2203,Ставропольский край
73,72614,65964,2254,Ульяновская область
55,70947,59226,1862,Омская область
86,69639,65765,1045,Ханты-Мансийский АО
91,69211,58277,2108,Республика Крым
22,68905,52488,3454,Алтайский край
51,67190,52651,1776,Мурманская область
23,65467,48870,5033,Краснодарский край
56,65075,53492,1478,Оренбургская область
75,62649,54980,1042,Забайкальский край
58,62124,49806,2053,Пензенская область
11,61894,51513,1426,Республика Коми
47,61867,49411,2397,Ленинградская область
25,60870,54223,1020,Приморский край
35,60432,53907,1575,Вологодская область
10,59974,56684,760,Республика Карелия
32,59557,54965,1058,Брянская область
69,59465,51556,1509,Тверская область
54,57455,47205,2596,Новосибирская область
3,55753,48597,1778,Республика Бурятия
2,55238,51025,1029,Республика Башкортостан
76,54634,46622,983,Ярославская область
72,53412,47571,1351,Тюменская область
43,53358,49389,470,Кировская область
46,51205,46466,1240,Курская область
71,50661,43161,2649,Тульская область
42,50626,47958,1109,Кемеровская область
30,50561,39272,1367,Астраханская область
31,48238,44585,985,Белгородская область
14,48173,41413,1028,Республика Саха (Якутия)
33,48140,44137,1651,Владимирская область
39,47637,43865,622,Калининградская область
89,46864,44799,590,Ямало-Ненецкий автономный округ
5,46653,41876,2141,Республика Дагестан
60,46321,39892,660,Псковская область
48,45586,38885,1348,Липецкая область
18,44985,36935,1471,Удмуртская Республика
67,44740,39556,1457,Смоленская область
37,44478,40763,1457,Ивановская область
40,44304,40718,566,Калужская область
57,42654,39657,927,Орловская область
70,40161,34544,535,Томская область
68,40002,37921,769,Тамбовская область
53,39716,36693,332,Новгородская область
62,38213,34861,913,Рязанская область
19,34514,29689,890,Республика Хакасия
21,31219,28371,1947,Республика Чувашия
28,31135,26292,381,Амурская область
44,30428,24801,675,Костромская область
65,30015,28276,199,Сахалинская область
7,29213,27202,689,Кабардино-Балкарская Республика
45,29019,25568,582,Курганская область
8,27489,24176,517,Республика Калмыкия
92,26094,22591,987,Севастополь
13,25617,22256,468,Республика Мордовия
16,25168,22107,672,Республика Татарстан
17,24436,19267,245,Республика Тыва
9,23743,21372,434,Карачаево-Черкесская Республика
4,20474,19017,302,Республика Алтай
15,20458,18003,359,Республика Северная Осетия — Алания
20,19652,16961,455,Чеченская Республика
6,19231,17639,271,Республика Ингушетия
41,18107,14904,247,Камчатский край
1,17730,15916,325,Республика Адыгея
12,17610,15820,464,Республика Марий Эл
49,10187,9204,209,Магаданская область
79,6737,5242,197,Еврейская автономная область
83,1851,1779,27,Ненецкий автономный округ
87,1428,1065,11,Чукотский автономный округ
99,6804910,6073157,178423,Всего
