Region Id,Sick,Healed,Die,Region Name
77,1214459,1084914,20711,Москва
78,448138,416973,14760,Санкт-Петербург
50,278942,230011,6240,Московская область
52,119702,113670,3782,Нижегородская область
61,95774,87117,4549,Ростовская область
66,90318,84223,3546,Свердловская область
36,86380,81772,3072,Воронежская область
24,74471,68476,3808,Красноярский край
38,70981,67893,2521,Иркутская область
63,65456,62474,2060,Самарская область
29,64477,61858,1001,Архангельская область
64,63820,60842,1159,Саратовская область
74,62684,58634,1703,Челябинская область
34,60673,57869,1395,Волгоградская область
59,58425,52796,2515,Пермский край
86,58062,56641,800,Ханты-Мансийский АО
73,56773,54220,1460,Ульяновская область
26,55421,52599,1562,Ставропольский край
27,53073,50991,430,Хабаровский край
22,52215,46985,2357,Алтайский край
51,51842,48523,1236,Мурманская область
23,49395,44245,3140,Краснодарский край
55,48178,45791,1449,Омская область
58,48001,45060,863,Пензенская область
10,47841,46139,573,Республика Карелия
35,46554,43362,1118,Вологодская область
47,46149,43255,1553,Ленинградская область
56,44934,41509,1022,Оренбургская область
25,44882,41797,739,Приморский край
91,44544,41297,1402,Республика Крым
43,44522,42043,374,Кировская область
11,44497,43289,968,Республика Коми
54,44171,39973,1928,Новосибирская область
75,43746,41903,683,Забайкальский край
69,42915,40223,1102,Тверская область
76,41848,39783,638,Ярославская область
32,41088,40132,373,Брянская область
71,40672,38107,2092,Тульская область
3,39484,37934,933,Республика Бурятия
14,39480,35412,704,Республика Саха (Якутия)
31,39393,37138,711,Белгородская область
89,39318,38208,421,Ямало-Ненецкий автономный округ
2,39098,37185,535,Республика Башкортостан
46,39063,37453,853,Курская область
60,38181,32840,423,Псковская область
42,37570,36288,742,Кемеровская область
72,37308,35772,606,Тюменская область
37,36862,34893,1236,Ивановская область
40,36172,34583,345,Калужская область
57,36110,34308,686,Орловская область
30,34671,33333,799,Астраханская область
18,34518,31421,986,Удмуртская Республика
39,34154,33012,509,Калининградская область
5,34120,31563,1499,Республика Дагестан
33,34027,31670,1219,Владимирская область
68,33437,31717,560,Тамбовская область
70,33171,31882,443,Томская область
48,32224,29229,801,Липецкая область
67,31863,30019,1052,Смоленская область
53,31324,30511,179,Новгородская область
62,29761,28246,555,Рязанская область
21,26244,24013,1462,Республика Чувашия
7,24461,23736,478,Кабардино-Балкарская Республика
19,23457,22455,562,Республика Хакасия
65,23351,22732,55,Сахалинская область
28,22931,22294,295,Амурская область
44,21860,19139,494,Костромская область
16,21784,18941,511,Республика Татарстан
45,21684,20727,428,Курганская область
13,21250,18901,295,Республика Мордовия
8,20987,20324,387,Республика Калмыкия
9,20569,20228,155,Карачаево-Черкесская Республика
4,17256,16763,247,Республика Алтай
15,17086,16427,220,Республика Северная Осетия — Алания
17,16017,15728,203,Республика Тыва
6,15887,15544,190,Республика Ингушетия
92,15188,13865,698,Севастополь
41,14791,14084,238,Камчатский край
1,14756,14240,212,Республика Адыгея
12,13732,13243,261,Республика Марий Эл
20,12397,12130,139,Чеченская Республика
49,8512,8304,111,Магаданская область
79,4526,4328,144,Еврейская автономная область
83,1116,1102,4,Ненецкий автономный округ
87,775,741,8,Чукотский автономный округ
99,5167949,4771995,125278,Всего
