Region Id,Sick,Healed,Die,Region Name
77,1028891,946370,16707,Москва
78,395341,348581,12301,Санкт-Петербург
50,232821,191174,5455,Московская область
52,107742,101882,2854,Нижегородская область
66,82651,76000,2745,Свердловская область
61,81077,72862,3605,Ростовская область
36,75356,69978,2420,Воронежская область
24,66908,61934,3173,Красноярский край
38,61753,58857,2019,Иркутская область
29,59770,55371,827,Архангельская область
63,55930,52644,1107,Самарская область
74,55526,50705,1228,Челябинская область
64,54938,49635,820,Саратовская область
86,54248,52766,783,Ханты-Мансийский АО
34,53731,51420,959,Волгоградская область
59,51366,45762,1961,Пермский край
73,50922,47594,977,Ульяновская область
27,50688,48286,348,Хабаровский край
26,50549,47561,1231,Ставропольский край
51,49139,46985,1084,Мурманская область
22,47236,42298,1846,Алтайский край
10,43945,41485,390,Республика Карелия
55,43863,40624,1316,Омская область
35,42803,39891,904,Вологодская область
23,42479,37318,2333,Краснодарский край
25,42411,38882,680,Приморский край
58,42120,38938,533,Пензенская область
11,41685,40479,807,Республика Коми
75,41102,39625,590,Забайкальский край
56,40095,36696,737,Оренбургская область
47,39955,37408,940,Ленинградская область
43,39842,36228,325,Кировская область
54,38847,36052,1630,Новосибирская область
89,38014,36585,407,Ямало-Ненецкий автономный округ
91,37712,35418,1075,Республика Крым
69,37493,35441,734,Тверская область
71,36325,33752,1556,Тульская область
76,36184,34498,483,Ярославская область
3,36052,34445,787,Республика Бурятия
32,35738,34884,284,Брянская область
31,34366,32221,565,Белгородская область
60,34343,23591,246,Псковская область
46,34108,30869,579,Курская область
72,33655,31728,397,Тюменская область
14,33594,32447,552,Республика Саха (Якутия)
42,33309,32424,613,Кемеровская область
37,32621,31154,1043,Ивановская область
57,32493,29810,501,Орловская область
2,32463,27624,364,Республика Башкортостан
40,32405,30221,283,Калужская область
70,31417,30323,359,Томская область
5,31094,28767,1411,Республика Дагестан
30,30781,29033,671,Астраханская область
18,30750,27352,757,Удмуртская Республика
39,30290,27956,334,Калининградская область
33,30050,27108,997,Владимирская область
68,29497,26959,411,Тамбовская область
53,28711,25806,121,Новгородская область
67,28199,26896,765,Смоленская область
48,27691,24470,533,Липецкая область
62,26370,24419,368,Рязанская область
7,22838,21730,420,Кабардино-Балкарская Республика
21,22837,20834,1224,Республика Чувашия
65,22015,21683,39,Сахалинская область
28,21906,20703,245,Амурская область
19,21865,21122,504,Республика Хакасия
8,19981,19116,316,Республика Калмыкия
44,19701,16936,392,Костромская область
9,19698,18866,71,Карачаево-Черкесская Республика
16,19456,16419,420,Республика Татарстан
45,19260,17536,354,Курганская область
13,19089,17077,205,Республика Мордовия
4,16673,16289,191,Республика Алтай
15,16354,15386,161,Республика Северная Осетия — Алания
17,15762,14919,197,Республика Тыва
6,15128,13410,181,Республика Ингушетия
41,14134,13247,201,Камчатский край
1,14109,13393,163,Республика Адыгея
92,13261,12232,564,Севастополь
12,12563,11694,205,Республика Марий Эл
20,11671,11346,116,Чеченская Республика
49,8256,8039,99,Магаданская область
79,4434,4236,125,Еврейская автономная область
83,1085,1019,4,Ненецкий автономный округ
87,733,695,5,Чукотский автономный округ
99,4554264,4176419,99233,Всего
