Region Id,Sick,Healed,Die,Region Name
77,13002,1016,95,Москва
50,2315,75,24,Московская область
78,799,78,4,Санкт-Петербург
11,305,1,3,Республика Коми
52,292,20,4,Нижегородская область
23,215,32,3,Краснодарский край
47,190,5,0,Ленинградская область
32,142,7,0,Брянская область
24,131,17,0,Красноярский край
2,129,9,3,Республика Башкортостан
51,128,10,1,Мурманская область
62,116,4,0,Рязанская область
16,107,14,0,Республика Татарстан
5,100,9,0,Республика Дагестан
33,100,1,2,Владимирская область
61,98,5,0,Ростовская область
37,96,8,0,Ивановская область
26,95,10,2,Ставропольский край
66,93,37,0,Свердловская область
12,91,5,1,Республика Марий Эл
59,87,16,3,Пермский край
73,86,2,0,Ульяновская область
3,86,17,1,Республика Бурятия
71,85,13,0,Тульская область
58,84,1,1,Пензенская область
68,83,6,0,Тамбовская область
39,79,16,1,Калининградская область
69,75,3,0,Тверская область
48,74,12,0,Липецкая область
13,71,4,0,Республика Мордовия
36,68,16,1,Воронежская область
72,67,9,0,Тюменская область
89,66,0,1,Ямало-Ненецкий автономный округ
21,65,2,0,Республика Чувашия
20,64,15,5,Чеченская Республика
46,58,3,0,Курская область
86,56,5,0,Ханты-Мансийский АО
67,55,1,1,Смоленская область
27,54,7,2,Хабаровский край
56,53,6,1,Оренбургская область
15,52,1,2,Республика Северная Осетия — Алания
43,51,9,0,Кировская область
7,50,3,0,Кабардино-Балкарская Республика
35,50,0,0,Вологодская область
64,49,6,0,Саратовская область
40,49,5,0,Калужская область
74,48,12,0,Челябинская область
34,46,7,0,Волгоградская область
31,41,3,0,Белгородская область
57,41,3,0,Орловская область
63,40,14,0,Самарская область
38,39,3,2,Иркутская область
22,36,3,0,Алтайский край
54,36,10,0,Новосибирская область
6,34,0,1,Республика Ингушетия
29,32,5,0,Архангельская область
25,32,3,2,Приморский край
91,32,12,0,Республика Крым
8,32,9,0,Республика Калмыкия
30,30,0,0,Астраханская область
1,27,6,0,Республика Адыгея
76,27,6,0,Ярославская область
14,26,13,0,Республика Саха (Якутия)
53,26,4,0,Новгородская область
60,21,6,2,Псковская область
19,20,3,0,Республика Хакасия
55,20,6,0,Омская область
18,19,3,0,Удмуртская Республика
44,18,3,2,Костромская область
9,16,0,0,Карачаево-Черкесская Республика
70,15,4,0,Томская область
75,14,1,0,Забайкальский край
42,14,3,0,Кемеровская область
65,11,6,0,Сахалинская область
41,10,0,0,Камчатский край
79,9,0,0,Еврейская автономная область
92,7,2,0,Севастополь
28,6,1,0,Амурская область
17,6,0,0,Республика Тыва
45,4,1,0,Курганская область
49,3,1,0,Магаданская область
10,3,0,0,Республика Карелия
99,21102,1694,170,Всего
