Region Id,Sick,Healed,Die,Region Name
77,1201273,1077914,20528,Москва
78,445581,412711,14620,Санкт-Петербург
50,276584,227420,6216,Московская область
52,119200,113339,3726,Нижегородская область
61,95309,86243,4513,Ростовская область
66,89993,83895,3510,Свердловская область
36,85946,81346,3042,Воронежская область
24,74170,68230,3787,Красноярский край
38,70652,67544,2501,Иркутская область
63,65271,62298,2032,Самарская область
29,64266,61645,997,Архангельская область
64,63499,60407,1136,Саратовская область
74,62429,58263,1682,Челябинская область
34,60419,57634,1368,Волгоградская область
59,58138,52468,2490,Пермский край
86,57877,56480,800,Ханты-Мансийский АО
73,56521,53944,1440,Ульяновская область
26,55248,52318,1546,Ставропольский край
27,52894,50854,424,Хабаровский край
22,52034,46847,2346,Алтайский край
51,51681,48437,1229,Мурманская область
23,49103,43993,3107,Краснодарский край
55,47960,45582,1444,Омская область
58,47779,44887,847,Пензенская область
10,47665,45947,565,Республика Карелия
35,46415,43241,1111,Вологодская область
47,45875,42993,1515,Ленинградская область
56,44737,41262,1009,Оренбургская область
25,44718,41684,736,Приморский край
11,44388,43020,968,Республика Коми
43,44321,41848,372,Кировская область
91,44212,40996,1386,Республика Крым
54,43908,39711,1913,Новосибирская область
75,43560,41807,680,Забайкальский край
69,42676,40001,1086,Тверская область
76,41609,39572,628,Ярославская область
32,40841,39908,367,Брянская область
71,40506,37989,2074,Тульская область
89,39253,38111,420,Ямало-Ненецкий автономный округ
31,39213,36787,705,Белгородская область
14,39176,34905,696,Республика Саха (Якутия)
3,39153,37529,917,Республика Бурятия
46,38880,37277,840,Курская область
2,38834,36795,532,Республика Башкортостан
60,38060,32766,419,Псковская область
42,37373,36102,737,Кемеровская область
72,37148,35621,598,Тюменская область
37,36688,34720,1229,Ивановская область
40,36023,34442,345,Калужская область
57,35978,34185,678,Орловская область
30,34555,33053,794,Астраханская область
18,34402,31297,978,Удмуртская Республика
5,33973,31443,1494,Республика Дагестан
39,33951,32818,507,Калининградская область
33,33884,31532,1211,Владимирская область
68,33254,31477,553,Тамбовская область
70,33067,31851,443,Томская область
48,32056,29057,786,Липецкая область
67,31598,29767,1045,Смоленская область
53,31225,30417,177,Новгородская область
62,29615,28109,546,Рязанская область
21,26106,23881,1451,Республика Чувашия
7,24422,23704,473,Кабардино-Балкарская Республика
19,23347,22315,556,Республика Хакасия
65,23206,22675,53,Сахалинская область
28,22857,22232,293,Амурская область
44,21758,19018,488,Костромская область
16,21696,18685,505,Республика Татарстан
45,21597,20615,422,Курганская область
13,21163,18793,291,Республика Мордовия
8,20933,20277,384,Республика Калмыкия
9,20534,20188,149,Карачаево-Черкесская Республика
4,17200,16710,247,Республика Алтай
15,17061,16409,218,Республика Северная Осетия — Алания
17,15995,15715,203,Республика Тыва
6,15852,15427,190,Республика Ингушетия
92,15111,13793,694,Севастополь
41,14758,14081,238,Камчатский край
1,14730,14210,209,Республика Адыгея
12,13663,13184,258,Республика Марий Эл
20,12369,12101,138,Чеченская Республика
49,8496,8288,111,Магаданская область
79,4510,4324,144,Еврейская автономная область
83,1112,1100,4,Ненецкий автономный округ
87,773,738,7,Чукотский автономный округ
99,5135866,4743202,124117,Всего
