Region Id,Sick,Healed,Die,Region Name
77,1346183,1148291,22210,Москва
78,466775,441696,16116,Санкт-Петербург
50,309125,251772,6478,Московская область
52,124149,116034,4163,Нижегородская область
61,98863,90006,4659,Ростовская область
66,93448,87043,3810,Свердловская область
36,89967,85183,3193,Воронежская область
24,77153,70098,3937,Красноярский край
38,73632,69010,2696,Иркутская область
63,67259,64140,2256,Самарская область
29,66720,63899,1031,Архангельская область
64,65967,62752,1302,Саратовская область
74,64609,60638,1775,Челябинская область
34,62517,59100,1504,Волгоградская область
59,60835,54653,2677,Пермский край
86,59643,57664,808,Ханты-Мансийский АО
73,58570,55949,1673,Ульяновская область
26,56905,53750,1659,Ставропольский край
27,55121,52210,480,Хабаровский край
22,54059,47177,2434,Алтайский край
51,53684,49141,1302,Мурманская область
23,51513,45280,3382,Краснодарский край
55,50329,47746,1498,Омская область
10,49640,47321,622,Республика Карелия
58,49533,45457,1017,Пензенская область
47,48421,44688,1725,Ленинградская область
91,47810,43056,1492,Республика Крым
35,47751,44100,1158,Вологодская область
56,46971,42715,1092,Оренбургская область
25,46570,42484,775,Приморский край
43,46543,43992,389,Кировская область
54,46486,41401,2045,Новосибирская область
11,46233,44180,1004,Республика Коми
75,46199,43210,722,Забайкальский край
69,45463,41089,1174,Тверская область
32,43846,41820,481,Брянская область
3,43623,40399,1189,Республика Бурятия
76,43584,40853,698,Ярославская область
71,42458,39181,2202,Тульская область
14,41144,37432,765,Республика Саха (Якутия)
2,41053,38558,589,Республика Башкортостан
31,40660,38598,745,Белгородская область
46,40490,38777,923,Курская область
89,39961,38662,430,Ямало-Ненецкий автономный округ
42,39630,37677,808,Кемеровская область
60,39393,33250,461,Псковская область
72,38807,37158,666,Тюменская область
37,38062,35791,1286,Ивановская область
40,37242,35558,371,Калужская область
57,37210,35308,740,Орловская область
39,35989,34681,540,Калининградская область
30,35846,34213,853,Астраханская область
33,35770,33232,1271,Владимирская область
5,35542,32551,1538,Республика Дагестан
18,35463,32141,1045,Удмуртская Республика
68,34641,33102,600,Тамбовская область
67,34061,31357,1108,Смоленская область
70,34028,32397,468,Томская область
48,33331,30172,884,Липецкая область
53,32076,31183,183,Новгородская область
62,30878,29276,602,Рязанская область
21,27183,24839,1535,Республика Чувашия
7,24848,23948,492,Кабардино-Балкарская Республика
19,24758,23144,581,Республика Хакасия
65,24405,23400,62,Сахалинская область
28,23928,23125,303,Амурская область
44,22997,19674,509,Костромская область
16,22363,20085,534,Республика Татарстан
45,22304,21276,442,Курганская область
13,21897,19628,325,Республика Мордовия
8,21514,20686,409,Республика Калмыкия
9,20851,20358,176,Карачаево-Черкесская Республика
4,17747,16999,249,Республика Алтай
15,17282,16565,231,Республика Северная Осетия — Алания
17,16428,15989,217,Республика Тыва
92,16387,14532,730,Севастополь
6,16128,15665,193,Республика Ингушетия
41,15196,14124,238,Камчатский край
1,14979,14406,242,Республика Адыгея
12,14231,13670,287,Республика Марий Эл
20,12722,12317,152,Чеченская Республика
49,8671,8398,117,Магаданская область
79,4686,4375,150,Еврейская автономная область
83,1193,1134,7,Ненецкий автономный округ
87,809,751,8,Чукотский автономный округ
99,5472941,4969340,133893,Всего
