Region Id,Sick,Healed,Die,Region Name
77,1394332,1188188,23001,Москва
78,478280,455195,16876,Санкт-Петербург
50,327255,264277,6608,Московская область
52,126894,117275,4347,Нижегородская область
61,100599,90689,4704,Ростовская область
66,95474,88941,3914,Свердловская область
36,92250,87391,3236,Воронежская область
24,79092,70828,4002,Красноярский край
38,75526,69339,2870,Иркутская область
63,68562,65328,2336,Самарская область
29,68246,65164,1051,Архангельская область
64,67088,63554,1386,Саратовская область
74,65966,61752,1824,Челябинская область
34,63751,59630,1552,Волгоградская область
59,62745,55899,2757,Пермский край
86,60584,58223,818,Ханты-Мансийский АО
73,59524,56786,1724,Ульяновская область
26,57997,54223,1705,Ставропольский край
27,57004,53103,502,Хабаровский край
22,55376,47331,2498,Алтайский край
51,55165,49508,1347,Мурманская область
23,52903,45655,3527,Краснодарский край
55,52173,49243,1520,Омская область
10,50979,48026,644,Республика Карелия
58,50530,45608,1126,Пензенская область
91,49979,44100,1544,Республика Крым
47,49770,45190,1805,Ленинградская область
35,48919,44484,1177,Вологодская область
56,48643,43337,1129,Оренбургская область
75,48292,44583,765,Забайкальский край
25,47906,43044,810,Приморский край
11,47861,44920,1040,Республика Коми
54,47691,42049,2100,Новосибирская область
43,47332,44702,396,Кировская область
69,46941,41338,1199,Тверская область
32,46111,43073,572,Брянская область
3,45897,41859,1339,Республика Бурятия
76,44588,41279,728,Ярославская область
71,43540,39596,2247,Тульская область
2,42168,39228,620,Республика Башкортостан
14,41805,38135,791,Республика Саха (Якутия)
46,41506,39692,955,Курская область
31,41259,39172,770,Белгородская область
42,40790,38506,844,Кемеровская область
89,40528,38915,434,Ямало-Ненецкий автономный округ
60,40271,33601,483,Псковская область
72,40007,38230,699,Тюменская область
37,38639,36199,1308,Ивановская область
57,37886,35890,757,Орловская область
40,37850,36086,387,Калужская область
33,37328,34718,1292,Владимирская область
39,37283,35743,545,Калининградская область
30,36956,34583,881,Астраханская область
5,36646,33171,1558,Республика Дагестан
18,36190,32423,1074,Удмуртская Республика
67,35852,31995,1148,Смоленская область
68,35194,33595,618,Тамбовская область
70,34504,32735,476,Томская область
48,34056,30524,930,Липецкая область
53,32625,31652,187,Новгородская область
62,31617,29905,640,Рязанская область
21,27588,25213,1574,Республика Чувашия
19,25773,23737,603,Республика Хакасия
7,25130,24020,505,Кабардино-Балкарская Республика
65,24937,23761,71,Сахалинская область
28,24554,23444,309,Амурская область
44,23762,20168,528,Костромская область
45,22760,21626,451,Курганская область
16,22638,20309,547,Республика Татарстан
13,22242,19917,341,Республика Мордовия
8,22011,20847,420,Республика Калмыкия
9,21030,20393,190,Карачаево-Черкесская Республика
4,18054,17125,255,Республика Алтай
15,17448,16658,231,Республика Северная Осетия — Алания
92,17211,14973,756,Севастополь
17,17050,16371,225,Республика Тыва
6,16330,15732,197,Республика Ингушетия
41,15497,14188,238,Камчатский край
1,15163,14501,253,Республика Адыгея
12,14568,13882,307,Республика Марий Эл
20,13081,12415,168,Чеченская Республика
49,8802,8440,117,Магаданская область
79,4836,4394,152,Еврейская автономная область
83,1249,1154,10,Ненецкий автономный округ
87,855,765,8,Чукотский автономный округ
99,5635294,5083441,138579,Всего
