Region Id,Sick,Healed,Die,Region Name
77,42480,3175,404,Москва
50,9070,272,71,Московская область
78,3077,489,27,Санкт-Петербург
52,1367,109,8,Нижегородская область
51,961,71,4,Мурманская область
5,827,48,11,Республика Дагестан
23,780,122,19,Краснодарский край
47,700,56,0,Ленинградская область
61,649,37,1,Ростовская область
71,644,59,5,Тульская область
62,602,47,0,Рязанская область
32,599,90,3,Брянская область
40,583,25,8,Калужская область
11,578,52,5,Республика Коми
16,562,51,0,Республика Татарстан
6,552,75,13,Республика Ингушетия
2,527,59,14,Республика Башкортостан
13,518,36,2,Республика Мордовия
24,508,59,5,Красноярский край
33,475,11,5,Владимирская область
69,464,24,1,Тверская область
46,456,38,4,Курская область
59,434,52,4,Пермский край
12,431,46,3,Республика Марий Эл
21,421,31,8,Республика Чувашия
26,421,58,6,Ставропольский край
20,409,23,6,Чеченская Республика
27,406,22,5,Хабаровский край
68,399,47,1,Тамбовская область
66,395,87,1,Свердловская область
72,386,58,3,Тюменская область
76,384,23,2,Ярославская область
56,377,58,2,Оренбургская область
57,363,32,2,Орловская область
43,362,37,3,Кировская область
89,348,35,1,Ямало-Ненецкий автономный округ
15,348,35,2,Республика Северная Осетия — Алания
36,338,42,8,Воронежская область
73,307,5,3,Ульяновская область
48,306,64,2,Липецкая область
64,305,38,2,Саратовская область
54,305,39,4,Новосибирская область
74,302,47,0,Челябинская область
7,300,21,1,Кабардино-Балкарская Республика
67,289,15,2,Смоленская область
22,283,22,2,Алтайский край
9,282,4,1,Карачаево-Черкесская Республика
25,278,33,3,Приморский край
30,277,42,4,Астраханская область
37,274,70,2,Ивановская область
86,274,53,1,Ханты-Мансийский АО
58,261,56,6,Пензенская область
34,242,37,6,Волгоградская область
31,242,31,2,Белгородская область
39,236,59,3,Калининградская область
63,229,26,2,Самарская область
53,211,14,2,Новгородская область
18,202,19,4,Удмуртская Республика
3,186,69,2,Республика Бурятия
19,176,15,2,Республика Хакасия
29,167,22,1,Архангельская область
14,152,18,0,Республика Саха (Якутия)
44,148,11,3,Костромская область
8,146,19,3,Республика Калмыкия
35,145,33,0,Вологодская область
1,134,32,3,Республика Адыгея
60,110,9,7,Псковская область
41,110,5,0,Камчатский край
42,103,11,1,Кемеровская область
75,90,13,0,Забайкальский край
49,88,2,0,Магаданская область
38,87,25,4,Иркутская область
79,86,9,0,Еврейская автономная область
91,67,29,0,Республика Крым
70,67,4,0,Томская область
55,62,20,2,Омская область
10,44,5,0,Республика Карелия
28,36,5,0,Амурская область
92,31,6,0,Севастополь
45,29,4,0,Курганская область
17,27,0,0,Республика Тыва
65,20,13,0,Сахалинская область
4,15,0,0,Республика Алтай
87,15,1,0,Чукотский автономный округ
83,2,1,0,Ненецкий автономный округ
99,80949,6767,747,Всего
