Region Id,Sick,Healed,Die,Region Name
77,242049,180581,4473,Москва
50,63598,46826,1109,Московская область
78,31622,23466,2052,Санкт-Петербург
52,23951,19918,388,Нижегородская область
66,20784,17678,276,Свердловская область
86,16503,13056,129,Ханты-Мансийский АО
38,13568,8799,176,Иркутская область
24,13288,11761,331,Красноярский край
61,13074,10515,230,Ростовская область
74,11307,6833,94,Челябинская область
36,11242,9275,82,Воронежская область
89,11127,8296,78,Ямало-Ненецкий автономный округ
51,10370,6409,79,Мурманская область
64,9502,5764,59,Саратовская область
54,9444,7830,234,Новосибирская область
5,9308,8288,445,Республика Дагестан
34,9237,5645,63,Волгоградская область
22,9217,7232,68,Алтайский край
73,9205,6565,73,Ульяновская область
29,8767,7900,185,Архангельская область
23,8365,7265,114,Краснодарский край
71,8351,6941,239,Тульская область
26,8341,5612,159,Ставропольский край
27,7650,4842,61,Хабаровский край
32,7400,5999,35,Брянская область
40,7232,6004,56,Калужская область
56,7021,5477,47,Оренбургская область
25,6918,5324,82,Приморский край
63,6883,5082,90,Самарская область
55,6882,4444,68,Омская область
2,6780,5180,22,Республика Башкортостан
21,6774,3792,54,Республика Чувашия
58,6545,5590,81,Пензенская область
37,6452,5125,97,Ивановская область
62,6323,5859,30,Рязанская область
46,6240,4809,50,Курская область
17,6137,4208,57,Республика Тыва
76,6071,5390,29,Ярославская область
68,6019,4890,30,Тамбовская область
31,5998,5565,47,Белгородская область
7,5993,5539,70,Кабардино-Балкарская Республика
59,5933,4309,166,Пермский край
72,5929,4816,25,Тюменская область
47,5916,4543,56,Ленинградская область
14,5845,5381,58,Республика Саха (Якутия)
67,5680,4172,101,Смоленская область
57,5675,4383,90,Орловская область
16,5633,4561,22,Республика Татарстан
33,5610,5174,144,Владимирская область
11,5351,4098,58,Республика Коми
43,4839,4479,71,Кировская область
69,4626,3851,144,Тверская область
30,4620,3667,48,Астраханская область
48,4565,3661,22,Липецкая область
15,4557,4106,67,Республика Северная Осетия — Алания
13,4522,3474,38,Республика Мордовия
9,4453,3174,23,Карачаево-Черкесская Республика
70,4210,2724,37,Томская область
3,4123,3363,40,Республика Бурятия
75,4094,3749,47,Забайкальский край
12,3786,3251,34,Республика Марий Эл
53,3766,2581,72,Новгородская область
60,3761,2599,54,Псковская область
6,3709,2965,73,Республика Ингушетия
42,3627,2512,18,Кемеровская область
41,3378,3001,42,Камчатский край
39,2898,2369,45,Калининградская область
19,2855,2516,32,Республика Хакасия
28,2776,2028,47,Амурская область
1,2775,2130,20,Республика Адыгея
8,2640,1980,38,Республика Калмыкия
65,2625,1098,0,Сахалинская область
35,2434,1981,25,Вологодская область
18,2378,1975,26,Удмуртская Республика
10,2312,1430,12,Республика Карелия
45,2267,1685,10,Курганская область
44,2234,1737,26,Костромская область
20,2072,1369,32,Чеченская Республика
4,1579,1159,7,Республика Алтай
49,1336,984,13,Магаданская область
91,1204,919,15,Республика Крым
79,537,476,8,Еврейская автономная область
92,349,289,9,Севастополь
83,274,83,0,Ненецкий автономный округ
87,152,148,1,Чукотский автономный округ
99,845443,646524,14058,Всего
