Region Id,Sick,Healed,Die,Region Name
77,2096233,1909491,37944,Москва
78,884638,824187,29062,Санкт-Петербург
50,666979,609203,12807,Московская область
52,237054,224040,10225,Нижегородская область
66,206151,180802,9766,Свердловская область
63,204225,175866,6541,Самарская область
61,200136,181073,9896,Ростовская область
36,198340,174070,7149,Воронежская область
24,177892,162622,9120,Красноярский край
59,166180,153819,7663,Пермский край
38,161876,148816,7193,Иркутская область
74,150558,142201,6377,Челябинская область
64,136499,127011,5232,Саратовская область
55,134384,126409,3355,Омская область
34,132645,122770,5801,Волгоградская область
26,130438,111791,6305,Ставропольский край
27,129397,121451,1298,Хабаровский край
91,128428,119833,4587,Республика Крым
29,126352,116631,1554,Архангельская область
23,126089,104332,9953,Краснодарский край
2,125560,116611,4584,Республика Башкортостан
22,124728,107105,7002,Алтайский край
73,122224,115789,3961,Ульяновская область
56,109617,99397,3544,Оренбургская область
25,106906,90390,1635,Приморский край
47,105913,97146,3087,Ленинградская область
58,104788,94292,4783,Пензенская область
69,102208,91339,2418,Тверская область
35,101666,94013,3098,Вологодская область
32,99242,94808,3082,Брянская область
54,99112,70121,4452,Новосибирская область
11,99076,87285,2719,Республика Коми
86,98523,93213,2097,Ханты-Мансийский АО
75,97789,89265,1966,Забайкальский край
72,93759,83454,3611,Тюменская область
51,93665,77242,2852,Мурманская область
10,92392,88372,1260,Республика Карелия
42,89266,81756,1798,Кемеровская область
76,88956,81252,2021,Ярославская область
67,86783,79839,2477,Смоленская область
48,86288,80048,2933,Липецкая область
39,84961,81719,1335,Калининградская область
33,84291,76681,3012,Владимирская область
31,83561,75968,1845,Белгородская область
30,83504,79353,2554,Астраханская область
46,83372,78969,2121,Курская область
43,82006,72538,790,Кировская область
18,80238,71040,3279,Удмуртская Республика
71,78698,69521,4445,Тульская область
14,78505,73905,1830,Республика Саха (Якутия)
3,78443,73621,2536,Республика Бурятия
60,72875,69039,1357,Псковская область
57,72606,67553,1583,Орловская область
37,70041,62692,2641,Ивановская область
5,67885,61869,3286,Республика Дагестан
40,67263,62830,1264,Калужская область
53,67160,63820,805,Новгородская область
68,63988,58568,1834,Тамбовская область
70,63892,56620,687,Томская область
62,63028,58210,2716,Рязанская область
89,62995,59167,971,Ямало-Ненецкий автономный округ
28,57114,51557,625,Амурская область
19,54915,51745,2077,Республика Хакасия
92,53965,51004,1908,Севастополь
45,52115,49688,1032,Курганская область
44,49294,47660,1145,Костромская область
21,47415,41177,4144,Республика Чувашия
16,44411,37658,1526,Республика Татарстан
65,44107,41944,589,Сахалинская область
7,43415,39405,1527,Кабардино-Балкарская Республика
13,41402,37119,1090,Республика Мордовия
8,34253,32760,757,Республика Калмыкия
9,33233,29819,924,Карачаево-Черкесская Республика
15,32141,29795,1031,Республика Северная Осетия — Алания
20,31874,29878,975,Чеченская Республика
17,31801,30860,331,Республика Тыва
12,30018,28261,958,Республика Марий Эл
6,29803,27901,491,Республика Ингушетия
1,28370,24003,789,Республика Адыгея
4,25706,23514,535,Республика Алтай
41,24271,19330,520,Камчатский край
49,13879,13277,356,Магаданская область
79,11937,10955,433,Еврейская автономная область
83,3563,3403,89,Ненецкий автономный округ
87,2991,2820,39,Чукотский автономный округ
99,10834260,9878371,321990,Всего
