Region Id,Sick,Healed,Die,Region Name
77,24324,1763,176,Москва
50,4663,162,49,Московская область
78,1760,239,8,Санкт-Петербург
52,646,21,4,Нижегородская область
11,481,10,3,Республика Коми
47,417,9,0,Ленинградская область
23,383,54,5,Краснодарский край
51,354,28,3,Мурманская область
24,300,17,0,Красноярский край
5,292,28,9,Республика Дагестан
71,287,39,0,Тульская область
32,279,30,1,Брянская область
69,270,12,0,Тверская область
6,269,22,5,Республика Ингушетия
62,267,9,0,Рязанская область
12,262,24,1,Республика Марий Эл
13,258,5,1,Республика Мордовия
2,252,14,10,Республика Башкортостан
26,232,26,3,Ставропольский край
61,232,13,0,Ростовская область
72,227,20,2,Тюменская область
33,225,11,5,Владимирская область
20,219,19,5,Чеченская Республика
59,198,27,3,Пермский край
46,196,8,2,Курская область
21,193,9,1,Республика Чувашия
16,191,25,0,Республика Татарстан
40,188,9,2,Калужская область
68,187,8,0,Тамбовская область
27,185,12,4,Хабаровский край
56,184,16,2,Оренбургская область
37,183,12,1,Ивановская область
86,175,20,0,Ханты-Мансийский АО
67,173,4,2,Смоленская область
73,168,3,2,Ульяновская область
36,156,28,5,Воронежская область
43,150,14,2,Кировская область
48,149,48,1,Липецкая область
66,141,49,1,Свердловская область
58,140,4,5,Пензенская область
7,136,8,0,Кабардино-Балкарская Республика
57,132,10,1,Орловская область
39,126,30,1,Калининградская область
30,123,9,3,Астраханская область
15,120,7,2,Республика Северная Осетия — Алания
76,117,12,0,Ярославская область
89,116,7,1,Ямало-Ненецкий автономный округ
3,115,37,2,Республика Бурятия
64,114,13,0,Саратовская область
54,108,16,3,Новосибирская область
29,107,11,0,Архангельская область
53,98,4,1,Новгородская область
34,93,23,1,Волгоградская область
35,93,13,0,Вологодская область
1,91,15,2,Республика Адыгея
31,90,11,2,Белгородская область
14,88,16,0,Республика Саха (Якутия)
25,80,4,2,Приморский край
63,79,15,0,Самарская область
8,74,9,3,Республика Калмыкия
22,72,4,0,Алтайский край
74,68,33,0,Челябинская область
19,68,3,0,Республика Хакасия
9,67,1,0,Карачаево-Черкесская Республика
18,66,7,3,Удмуртская Республика
44,66,7,2,Костромская область
49,63,1,0,Магаданская область
38,55,12,2,Иркутская область
91,45,22,0,Республика Крым
60,44,8,6,Псковская область
42,35,6,1,Кемеровская область
75,34,4,0,Забайкальский край
41,34,3,0,Камчатский край
55,33,14,0,Омская область
70,29,4,0,Томская область
79,20,4,0,Еврейская автономная область
65,19,8,0,Сахалинская область
10,19,0,0,Республика Карелия
28,16,4,0,Амурская область
92,13,2,0,Севастополь
45,13,3,0,Курганская область
17,13,0,0,Республика Тыва
87,2,0,0,Чукотский автономный округ
4,2,0,0,Республика Алтай
83,1,0,0,Ненецкий автономный округ
99,42853,3291,361,Всего
