Region Id,Sick,Healed,Die,Region Name
77,419196,307816,6713,Москва
50,86286,64230,1599,Московская область
78,60522,38089,3801,Санкт-Петербург
52,41169,34857,770,Нижегородская область
66,35934,28013,766,Свердловская область
61,30305,24166,820,Ростовская область
86,28073,23974,241,Ханты-Мансийский АО
24,26152,19082,661,Красноярский край
36,24773,21902,322,Воронежская область
38,24081,20243,414,Иркутская область
26,21085,15813,422,Ставропольский край
73,20592,16278,261,Ульяновская область
89,20374,14446,141,Ямало-Ненецкий автономный округ
64,20317,13491,154,Саратовская область
29,20246,11805,287,Архангельская область
34,20118,17369,203,Волгоградская область
51,19656,15855,294,Мурманская область
22,19000,17868,325,Алтайский край
74,18837,14399,163,Челябинская область
56,17387,14874,122,Оренбургская область
23,17258,11623,414,Краснодарский край
54,17124,14230,583,Новосибирская область
27,16062,11304,132,Хабаровский край
5,15961,14298,777,Республика Дагестан
63,15795,13267,273,Самарская область
55,15585,12357,412,Омская область
25,15172,12248,152,Приморский край
58,15090,11011,180,Пензенская область
42,15057,10728,218,Кемеровская область
14,13469,8497,131,Республика Саха (Якутия)
59,13374,8881,396,Пермский край
72,13249,8700,70,Тюменская область
11,13157,9884,218,Республика Коми
32,12633,9311,60,Брянская область
71,12246,10660,423,Тульская область
70,12180,8133,119,Томская область
57,11846,8875,155,Орловская область
40,11832,9099,82,Калужская область
43,11766,7082,167,Кировская область
31,11461,10089,61,Белгородская область
37,11363,8297,172,Ивановская область
75,11327,7844,137,Забайкальский край
47,11313,6536,116,Ленинградская область
76,11287,10216,58,Ярославская область
3,11105,9029,124,Республика Бурятия
46,10774,8089,93,Курская область
2,10678,9669,52,Республика Башкортостан
62,10624,7630,63,Рязанская область
7,10009,7375,138,Кабардино-Балкарская Республика
21,9841,8381,142,Республика Чувашия
68,9752,7751,50,Тамбовская область
9,9523,5554,33,Карачаево-Черкесская Республика
33,9508,6826,260,Владимирская область
30,9446,7271,167,Астраханская область
69,9422,5466,319,Тверская область
17,9331,8264,118,Республика Тыва
91,9225,5273,129,Республика Крым
8,8998,5721,103,Республика Калмыкия
18,8745,7065,166,Удмуртская Республика
67,8692,6330,233,Смоленская область
16,8374,7439,107,Республика Татарстан
13,8187,6844,51,Республика Мордовия
48,8021,6637,70,Липецкая область
65,7715,5481,1,Сахалинская область
60,7682,4629,70,Псковская область
6,7288,5801,95,Республика Ингушетия
53,7274,4767,87,Новгородская область
4,7271,4992,20,Республика Алтай
44,7218,4757,122,Костромская область
15,7152,5352,70,Республика Северная Осетия — Алания
35,6916,5140,66,Вологодская область
19,6817,5145,65,Республика Хакасия
39,6740,4527,98,Калининградская область
28,6463,5561,63,Амурская область
10,6358,4397,47,Республика Карелия
12,6075,5006,64,Республика Марий Эл
45,5776,4512,87,Курганская область
41,5723,3671,70,Камчатский край
1,5701,4532,49,Республика Адыгея
49,4283,3131,38,Магаданская область
20,2629,2099,47,Чеченская Республика
92,2318,1420,65,Севастополь
79,1916,912,27,Еврейская автономная область
83,457,161,0,Ненецкий автономный округ
87,239,213,2,Чукотский автономный округ
99,1599976,1200560,27656,Всего
