Region Id,Sick,Healed,Die,Region Name
77,1008224,928156,16024,Москва
78,385200,336191,11844,Санкт-Петербург
50,225238,184628,5210,Московская область
52,103630,97015,2706,Нижегородская область
66,80800,73992,2599,Свердловская область
61,77948,69457,3369,Ростовская область
36,72665,67091,2239,Воронежская область
24,65273,60423,3029,Красноярский край
38,59478,56768,1922,Иркутская область
29,58697,53979,777,Архангельская область
74,53761,48046,1141,Челябинская область
63,53320,49832,1016,Самарская область
86,53240,51652,776,Ханты-Мансийский АО
64,52875,47660,746,Саратовская область
34,52156,49900,891,Волгоградская область
27,49984,47502,325,Хабаровский край
59,49775,43633,1869,Пермский край
73,49618,46214,922,Ульяновская область
26,49234,45993,1180,Ставропольский край
51,48174,46645,1039,Мурманская область
22,45855,40981,1694,Алтайский край
10,42800,39429,355,Республика Карелия
55,42673,39385,1284,Омская область
25,41696,37208,661,Приморский край
35,41554,38719,867,Вологодская область
23,40971,35849,2183,Краснодарский край
11,40815,39670,781,Республика Коми
58,40755,37035,489,Пензенская область
75,40321,38818,578,Забайкальский край
56,39038,35971,691,Оренбургская область
43,38623,34617,315,Кировская область
47,38532,36051,831,Ленинградская область
89,37702,36150,404,Ямало-Ненецкий автономный округ
54,37678,34662,1558,Новосибирская область
91,36895,33837,1019,Республика Крым
69,36135,33933,703,Тверская область
3,35291,33449,752,Республика Бурятия
71,35113,32538,1439,Тульская область
76,34980,33558,460,Ярославская область
32,34549,33782,279,Брянская область
60,33470,22674,214,Псковская область
14,33237,32029,539,Республика Саха (Якутия)
31,33230,30939,528,Белгородская область
46,32851,29570,527,Курская область
72,32810,30906,349,Тюменская область
42,32691,31819,592,Кемеровская область
37,31772,30094,1001,Ивановская область
57,31696,28970,493,Орловская область
40,31547,29291,281,Калужская область
2,31034,25497,328,Республика Башкортостан
70,31030,29746,338,Томская область
5,30524,28263,1375,Республика Дагестан
30,29865,26033,626,Астраханская область
18,29681,26366,721,Удмуртская Республика
39,29621,27165,303,Калининградская область
33,29115,26262,963,Владимирская область
68,28287,25923,383,Тамбовская область
53,28184,24999,117,Новгородская область
67,27496,26229,701,Смоленская область
48,26540,23111,495,Липецкая область
62,25638,23712,339,Рязанская область
21,22257,20323,1141,Республика Чувашия
7,22186,20903,395,Кабардино-Балкарская Республика
65,21882,21433,36,Сахалинская область
19,21642,20896,488,Республика Хакасия
28,21613,20282,213,Амурская область
8,19647,18815,308,Республика Калмыкия
9,19471,18064,68,Карачаево-Черкесская Республика
44,19133,16475,375,Костромская область
16,18927,15712,392,Республика Татарстан
45,18697,16889,342,Курганская область
13,18609,16603,187,Республика Мордовия
4,16513,16205,187,Республика Алтай
15,16141,14964,157,Республика Северная Осетия — Алания
17,15748,14763,194,Республика Тыва
6,14994,13267,180,Республика Ингушетия
1,13987,12776,158,Республика Адыгея
41,13934,12840,181,Камчатский край
92,12775,11854,544,Севастополь
12,12273,11309,194,Республика Марий Эл
20,11520,11150,115,Чеченская Республика
49,8224,7979,99,Магаданская область
79,4396,4188,124,Еврейская автономная область
83,1067,992,4,Ненецкий автономный округ
87,717,674,5,Чукотский автономный округ
99,4437938,4049373,94267,Всего
