Region Id,Sick,Healed,Die,Region Name
77,2036375,1875577,36977,Москва
78,856251,801187,28204,Санкт-Петербург
50,645259,594911,12235,Московская область
52,232383,214414,9874,Нижегородская область
63,200838,161451,6325,Самарская область
66,200040,173109,9485,Свердловская область
61,194932,175740,9665,Ростовская область
36,194881,156081,6967,Воронежская область
24,173862,158243,8726,Красноярский край
59,161372,145296,7493,Пермский край
38,157841,142136,6971,Иркутская область
74,146573,138375,6115,Челябинская область
64,133769,121594,5082,Саратовская область
55,131182,121469,3205,Омская область
34,129916,120063,5579,Волгоградская область
91,127160,118578,4413,Республика Крым
26,126420,104243,6137,Ставропольский край
27,126014,114819,1246,Хабаровский край
29,123975,113675,1504,Архангельская область
2,122476,112325,4442,Республика Башкортостан
73,120869,114708,3808,Ульяновская область
22,120524,101901,6652,Алтайский край
23,119993,98556,9803,Краснодарский край
56,108340,96599,3471,Оренбургская область
25,103156,86470,1565,Приморский край
47,102574,88502,3017,Ленинградская область
58,102378,85154,4655,Пензенская область
35,100197,92005,2984,Вологодская область
69,99285,89267,2373,Тверская область
11,97763,83274,2639,Республика Коми
32,97030,92736,2947,Брянская область
75,96307,86046,1865,Забайкальский край
86,96289,90397,2010,Ханты-Мансийский АО
54,95578,65759,4269,Новосибирская область
51,92101,75145,2785,Мурманская область
72,90844,82218,3424,Тюменская область
10,90462,85967,1207,Республика Карелия
76,86230,77474,1918,Ярославская область
42,85846,77346,1727,Кемеровская область
67,85254,74212,2380,Смоленская область
48,84291,77890,2828,Липецкая область
39,82691,79244,1251,Калининградская область
46,82182,77546,2046,Курская область
33,81938,70514,2933,Владимирская область
31,81933,73705,1764,Белгородская область
30,81659,74933,2435,Астраханская область
43,79514,68647,757,Кировская область
18,79212,68513,3245,Удмуртская Республика
3,76706,71470,2449,Республика Бурятия
14,76342,73089,1797,Республика Саха (Якутия)
71,75802,66967,4286,Тульская область
60,71605,68353,1276,Псковская область
57,70767,66979,1520,Орловская область
37,68411,61181,2529,Ивановская область
5,66193,60715,3207,Республика Дагестан
53,65728,62932,767,Новгородская область
40,65546,61386,1228,Калужская область
70,62279,50346,677,Томская область
89,62178,57558,957,Ямало-Ненецкий автономный округ
62,61838,57620,2539,Рязанская область
68,61624,57355,1730,Тамбовская область
28,54815,46599,612,Амурская область
19,53999,51155,2013,Республика Хакасия
92,52857,50231,1844,Севастополь
45,50877,48576,1010,Курганская область
44,48729,47400,1116,Костромская область
21,46688,40686,3931,Республика Чувашия
16,42985,36532,1453,Республика Татарстан
65,42394,40619,540,Сахалинская область
7,42235,38238,1456,Кабардино-Балкарская Республика
13,40570,35151,1035,Республика Мордовия
8,34039,32496,731,Республика Калмыкия
9,32432,28671,909,Карачаево-Черкесская Республика
17,31588,30471,320,Республика Тыва
15,31169,28761,981,Республика Северная Осетия — Алания
20,31087,29241,940,Чеченская Республика
12,29499,27934,946,Республика Марий Эл
6,28853,26919,480,Республика Ингушетия
1,27487,22709,743,Республика Адыгея
4,25388,23217,520,Республика Алтай
41,23832,18552,508,Камчатский край
49,13684,12987,350,Магаданская область
79,11648,10865,424,Еврейская автономная область
83,3511,3336,87,Ненецкий автономный округ
87,2965,2765,39,Чукотский автономный округ
99,10554309,9548076,311353,Всего
