Region Id,Sick,Healed,Die,Region Name
77,1926701,1745284,33635,Москва
78,775795,709724,25802,Санкт-Петербург
50,577907,509872,10116,Московская область
52,210032,181920,8658,Нижегородская область
66,174957,153958,8230,Свердловская область
63,173552,124445,5296,Самарская область
36,172743,122881,5560,Воронежская область
61,171647,146285,8502,Ростовская область
24,148381,132019,7286,Красноярский край
59,136614,115858,6692,Пермский край
38,135124,110340,6046,Иркутская область
74,122928,100877,4958,Челябинская область
64,116619,100514,4474,Саратовская область
91,116193,103863,3464,Республика Крым
34,115111,98848,4360,Волгоградская область
29,111247,101616,1338,Архангельская область
55,111059,86460,2745,Омская область
26,109837,83583,4994,Ставропольский край
73,108352,99311,3289,Ульяновская область
27,106584,93180,1018,Хабаровский край
2,102351,91212,3347,Республика Башкортостан
22,100902,71918,5585,Алтайский край
56,98869,83307,3067,Оренбургская область
23,94403,67112,8645,Краснодарский край
58,89547,61771,4097,Пензенская область
86,88274,80826,1640,Ханты-Мансийский АО
47,88124,68927,2747,Ленинградская область
11,88080,72203,2243,Республика Коми
32,87829,78714,2185,Брянская область
35,87778,77468,2499,Вологодская область
69,86140,73818,2052,Тверская область
75,85641,72077,1574,Забайкальский край
25,85293,73818,1373,Приморский край
51,85192,65890,2511,Мурманская область
10,81661,77198,1057,Республика Карелия
54,80352,56806,3705,Новосибирская область
72,78965,61499,2738,Тюменская область
76,75733,60850,1522,Ярославская область
67,75686,53014,2096,Смоленская область
46,74561,61536,1752,Курская область
39,73939,65309,981,Калининградская область
18,72987,61793,2996,Удмуртская Республика
30,72472,63012,2157,Астраханская область
48,72255,64941,2353,Липецкая область
42,71754,66619,1554,Кемеровская область
31,70785,60385,1472,Белгородская область
33,70566,54233,2432,Владимирская область
43,70064,61252,665,Кировская область
14,68928,61273,1672,Республика Саха (Якутия)
3,68159,60855,2136,Республика Бурятия
71,66461,58181,3830,Тульская область
60,64600,55911,1043,Псковская область
57,61425,49445,1254,Орловская область
37,60790,51342,2073,Ивановская область
5,60179,55415,2904,Республика Дагестан
40,57925,54446,1001,Калужская область
53,57783,48120,577,Новгородская область
89,57651,52221,840,Ямало-Ненецкий автономный округ
70,54334,39332,622,Томская область
62,54068,44407,1852,Рязанская область
68,53402,50127,1358,Тамбовская область
19,48746,40692,1561,Республика Хакасия
92,47315,41566,1622,Севастополь
28,44978,35264,513,Амурская область
45,43855,34847,854,Курганская область
44,43500,35059,971,Костромская область
21,42019,36726,3193,Республика Чувашия
7,38252,34888,1134,Кабардино-Балкарская Республика
65,37170,35811,423,Сахалинская область
16,36557,30116,1196,Республика Татарстан
13,35698,29535,854,Республика Мордовия
8,33275,31661,688,Республика Калмыкия
17,30251,26348,292,Республика Тыва
9,29594,25506,841,Карачаево-Черкесская Республика
20,28007,26051,804,Чеченская Республика
15,27964,24056,733,Республика Северная Осетия — Алания
6,25647,23801,414,Республика Ингушетия
12,25556,21027,739,Республика Марий Эл
4,24116,21506,449,Республика Алтай
1,23642,19999,655,Республика Адыгея
41,22121,16767,482,Камчатский край
49,12571,11596,308,Магаданская область
79,10330,8862,327,Еврейская автономная область
83,3145,2865,72,Ненецкий автономный округ
87,2793,2406,24,Чукотский автономный округ
99,9434393,8126376,267819,Всего
