Region Id,Sick,Healed,Die,Region Name
77,907389,763500,12831,Москва
78,313608,202307,9181,Санкт-Петербург
50,183133,143026,3449,Московская область
52,80161,72420,1989,Нижегородская область
66,67136,59615,1890,Свердловская область
61,60269,49861,2448,Ростовская область
36,54778,49442,1427,Воронежская область
24,53570,49328,2115,Красноярский край
29,49004,40897,458,Архангельская область
38,46308,41051,1470,Иркутская область
86,45892,42434,636,Ханты-Мансийский АО
27,41894,38002,233,Хабаровский край
73,41813,38195,560,Ульяновская область
51,41419,37471,773,Мурманская область
74,41243,28641,696,Челябинская область
34,41144,39205,564,Волгоградская область
64,40956,35383,505,Саратовская область
26,40369,36328,884,Ставропольский край
63,37730,34804,770,Самарская область
22,37316,33898,1095,Алтайский край
59,37183,30599,1355,Пермский край
55,35527,32201,1039,Омская область
11,35066,33637,655,Республика Коми
89,34944,29821,369,Ямало-Ненецкий автономный округ
25,34394,25818,478,Приморский край
10,33687,28315,209,Республика Карелия
56,32560,28832,436,Оренбургская область
75,32299,30061,447,Забайкальский край
23,31959,22405,1294,Краснодарский край
54,31034,28089,1148,Новосибирская область
58,30689,24300,363,Пензенская область
91,30683,24736,688,Республика Крым
43,30656,24636,258,Кировская область
35,30211,25524,573,Вологодская область
14,29468,26110,450,Республика Саха (Якутия)
3,29069,26517,645,Республика Бурятия
47,28710,25872,362,Ленинградская область
42,28374,25909,508,Кемеровская область
60,28129,16121,118,Псковская область
32,27414,26122,235,Брянская область
70,27304,24310,251,Томская область
71,27294,24405,940,Тульская область
69,27239,22874,499,Тверская область
5,26918,23657,1210,Республика Дагестан
72,26876,25257,235,Тюменская область
76,26447,24796,275,Ярославская область
31,25875,23557,325,Белгородская область
57,25220,22277,317,Орловская область
37,25208,20977,691,Ивановская область
46,24661,21766,341,Курская область
40,24597,22489,209,Калужская область
18,24027,20339,460,Удмуртская Республика
30,22887,14465,466,Астраханская область
2,22738,17230,172,Республика Башкортостан
53,22550,17801,110,Новгородская область
39,22333,19958,214,Калининградская область
33,22130,19424,623,Владимирская область
68,21148,19322,244,Тамбовская область
62,20925,19052,217,Рязанская область
67,20685,17052,414,Смоленская область
19,19814,18001,365,Республика Хакасия
48,19568,15379,346,Липецкая область
65,18714,15783,22,Сахалинская область
21,18609,16704,769,Республика Чувашия
28,18585,16679,127,Амурская область
7,17973,16747,305,Кабардино-Балкарская Республика
9,16926,15269,49,Карачаево-Черкесская Республика
8,16743,14158,236,Республика Калмыкия
44,16539,13178,267,Костромская область
13,15333,12778,123,Республика Мордовия
17,15288,14084,185,Республика Тыва
16,15275,11659,244,Республика Татарстан
4,15017,13913,117,Республика Алтай
45,14353,12583,202,Курганская область
15,13819,12289,108,Республика Северная Осетия — Алания
6,13564,11701,156,Республика Ингушетия
1,12580,10641,111,Республика Адыгея
41,11715,10293,83,Камчатский край
20,10459,8302,103,Чеченская Республика
12,10263,8924,147,Республика Марий Эл
92,8807,7963,348,Севастополь
49,7654,7208,80,Магаданская область
79,4044,3570,98,Еврейская автономная область
83,860,754,0,Ненецкий автономный округ
87,600,535,4,Чукотский автономный округ
99,3677352,3081536,68412,Всего
